Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PSA^U,Public Storage,25.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa^u
PSA^V,Public Storage,25.35,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa^v
PSA^W,Public Storage,25.131,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psa^w
PSA^X,Public Storage,25.16,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psa^x
PHM,"PulteGroup, Inc.",31.11,$8.53B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/phm
PSTG,"Pure Storage, Inc. ",13.01,$3.29B,2015,Technology,Electronic Components,https://www.nasdaq.com/symbol/pstg
PMM,Putnam Managed Municipal Income Trust,7.96,$391.67M,1989,n/a,n/a,https://www.nasdaq.com/symbol/pmm
PIM,Putnam Master Intermediate Income Trust,4.6,$238.26M,1988,n/a,n/a,https://www.nasdaq.com/symbol/pim
PMO,Putnam Municipal Opportunities Trust,13.24,$456.02M,1993,n/a,n/a,https://www.nasdaq.com/symbol/pmo
PPT,Putnam Premier Income Trust,5.32,$549.15M,1988,n/a,n/a,https://www.nasdaq.com/symbol/ppt
NEW,Puxin Limited,5.8,$478.62M,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/new
PVH,PVH Corp.,76.6,$5.74B,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/pvh
PYX,"Pyxus International, Inc.",13.9,$126.62M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/pyx
PZN,Pzena Investment Management Inc,7.47,$523.45M,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/pzn
QTWO,"Q2 Holdings, Inc.",73.82,$3.48B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qtwo
QEP,"QEP Resources, Inc.",4.21,$1B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/qep
QGEN,Qiagen N.V.,36.33,$8.23B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/qgen
QTS,"QTS Realty Trust, Inc.",45.53,$2.52B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/qts
QTS^A,"QTS Realty Trust, Inc.",26.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qts^a
QTS^B,"QTS Realty Trust, Inc.",111.5105,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qts^b
QUAD,"Quad Graphics, Inc",10.49,$554.39M,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/quad
KWR,Quaker Chemical Corporation,165.26,$2.91B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kwr
NX,Quanex Building Products Corporation,17.99,$595.86M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nx
PWR,"Quanta Services, Inc.",32.66,$4.64B,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/pwr
QD,Qudian Inc.,8.39,$2.49B,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/qd
DGX,Quest Diagnostics Incorporated,97.85,$13.18B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/dgx
QES,Quintana Energy Services Inc.,1.65,$55.81M,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/qes
QHC,Quorum Health Corporation,1.58,$49.37M,2016,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/qhc
QUOT,Quotient Technology Inc.,10.17,$951.5M,2014,Consumer Services,Advertising,https://www.nasdaq.com/symbol/quot
QVCD,"QVC, Inc.",24.8495,n/a,2018,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qvcd
CTAA,Qwest Corporation,25.965,n/a,2016,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctaa
CTBB,Qwest Corporation,24.08,n/a,2016,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctbb
CTDD,Qwest Corporation,24.87,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctdd
CTV,Qwest Corporation,25.2,n/a,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctv
CTY,Qwest Corporation,23.59,n/a,2013,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cty
CTZ,Qwest Corporation,25.06,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctz
RRD,R.R. Donnelley & Sons Company,2,$141.6M,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/rrd
RMED,"Ra Medical Systems, Inc.",2.7,$34.91M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rmed
RDN,Radian Group Inc.,21.8,$4.48B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rdn
RL,Ralph Lauren Corporation,95.73,$7.39B,1997,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/rl
RRC,Range Resources Corporation,4.64,$1.17B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rrc
RNGR,"Ranger Energy Services, Inc.",5.83,$90.85M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rngr
PACK,Ranpak Holdings Corp,6.47,$348.53M,2018,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/pack
PACK.WS,Ranpak Holdings Corp,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pack.ws
RJF,"Raymond James Financial, Inc.",75.01,$10.48B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/rjf
RYAM,Rayonier Advanced Materials Inc.,4.89,$243.52M,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ryam
RYAM^A,Rayonier Advanced Materials Inc.,38.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ryam^a
RYN,Rayonier Inc.,28.03,$3.63B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ryn
RTN,Raytheon Company,180.15,$50.18B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtn
RMAX,"RE/MAX Holdings, Inc.",27.24,$485.09M,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/rmax
RC,Ready Capital Corporation,14.9,$664.42M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rc
RCA,Ready Capital Corporation,27.12,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rca
RCB,Ready Capital Corporation,25.45,n/a,2019,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rcb
RCP,Ready Capital Corporation,25.44,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rcp
RLGY,Realogy Holdings Corp.,4.75,$542.51M,2012,Finance,Real Estate,https://www.nasdaq.com/symbol/rlgy
O,Realty Income Corporation,68.96,$21.82B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/o
RLH,Red Lion Hotels Corporation,6.5,$160.69M,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/rlh
RWT,"Redwood Trust, Inc.",16.4,$1.59B,1995,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rwt
RBC,Regal Beloit Corporation,75.72,$3.24B,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/rbc
RWGE,Regalwood Global Energy Ltd.,10.24,$384M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/rwge
RWGE.U,Regalwood Global Energy Ltd.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/rwge.u
RWGE.WS,Regalwood Global Energy Ltd.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rwge.ws
RM,Regional Management Corp.,26.18,$300.59M,2012,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,14.56,$14.62B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.6836,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,28.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rf^b
RF^C,Regions Financial Corporation,26.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rf^c
RGS,Regis Corporation,16.68,$655.97M,1991,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/rgs
RGA,"Reinsurance Group of America, Incorporated",147.42,$9.25B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/rga
RZA,"Reinsurance Group of America, Incorporated",27.31,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",27.6656,n/a,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/rzb
RS,Reliance Steel & Aluminum Co.,96.64,$6.44B,1994,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/rs
RELX,RELX PLC,22.96,$44.67B,2015,Consumer Services,Publishing,https://www.nasdaq.com/symbol/relx
RNR,RenaissanceRe Holdings Ltd.,179.44,$7.92B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rnr
RNR^C,RenaissanceRe Holdings Ltd.,26.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnr^c
RNR^E,RenaissanceRe Holdings Ltd.,25.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnr^e
RNR^F,RenaissanceRe Holdings Ltd.,25.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnr^f
SOL,Renesola Ltd.,1.0104,$38.48M,2008,Technology,Semiconductors,https://www.nasdaq.com/symbol/sol
RENN,Renren Inc.,0.81,$56.3M,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/renn
RPLA,Replay Acquisition Corp.,9.88,$355.06M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/rpla
RPLA.U,Replay Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/rpla.u
RPLA.WS,Replay Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rpla.ws
RSG,"Republic Services, Inc.",86.87,$27.86B,1998,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/rsg
REZI,"Resideo Technologies, Inc.",17.1,$2.1B,2018,Capital Goods,Wholesale Distributors,https://www.nasdaq.com/symbol/rezi
RMD,ResMed Inc.,126.9,$18.2B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rmd
RFP,Resolute Forest Products Inc.,5.06,$457.98M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/rfp
QSR,Restaurant Brands International Inc.,76.23,$19.53B,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/qsr
RPAI,"Retail Properties of America, Inc.",11.58,$2.47B,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpai
RVI,Retail Value Inc.,36.22,$689.74M,2018,Finance,Real Estate,https://www.nasdaq.com/symbol/rvi
REVG,"REV Group, Inc.",13.13,$819.28M,2017,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/revg
REV,"Revlon, Inc.",17.45,$925.41M,1996,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/rev
RVLV,"Revolve Group, Inc.",31.56,$2.16B,2019,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/rvlv
REX,REX American Resources Corporation,70.67,$443.41M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",40.56,$4.45B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",25.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rexr^a
REXR^B,"Rexford Industrial Realty, Inc.",26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rexr^b
RXN,Rexnord Corporation,27.42,$2.9B,2012,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rxn
RXN^A,Rexnord Corporation,55.97,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rxn^a
RH,RH,134.05,$2.49B,2012,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/rh
RNG,"Ringcentral, Inc.",131.33,$10.76B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,52.14,$88.19B,2002,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,34.75,$3.77B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,6.88,$370.18M,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/rad
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",20.35,$6.11M,2019,n/a,n/a,https://www.nasdaq.com/symbol/rmm
RMPL^,RiverNorth Marketplace Lending Corporation,25.8863,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rmpl^
RSF,RiverNorth Marketplace Lending Corporation,18.861,$156.78M,2019,n/a,n/a,https://www.nasdaq.com/symbol/rsf
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",22.2,$132.09M,2018,n/a,n/a,https://www.nasdaq.com/symbol/rmi
RIV,"RiverNorth Opportunities Fund, Inc.",17.11,$122.56M,2015,n/a,n/a,https://www.nasdaq.com/symbol/riv
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",17.52,$192.96M,2016,n/a,n/a,https://www.nasdaq.com/symbol/opp
RLI,RLI Corp.,88.3,$3.95B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,16.46,$2.86B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rlj
RLJ^A,RLJ Lodging Trust,26.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rlj^a
RMG,RMG Acquisition Corp.,9.9,$284.63M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/rmg
RMG.U,RMG Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/rmg.u
RMG.WS,RMG Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rmg.ws
RRTS,"Roadrunner Transportation Systems, Inc.",9.04,$339.62M,2010,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/rrts
ROAN,"Roan Resources, Inc.",1.07,$164.85M,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roan
RHI,Robert Half International Inc.,55.99,$6.64B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/rhi
ROK,"Rockwell Automation, Inc.",150.8,$17.64B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rok
RCI,"Rogers Communication, Inc.",51.67,$20.74B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/rci
ROG,Rogers Corporation,139.71,$2.59B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rog
ROL,"Rollins, Inc.",32.15,$10.53B,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",344.13,$35.73B,1992,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rop
RST,Rosetta Stone,20.4,$485.93M,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rst
RY,Royal Bank Of Canada,75.96,$109.07B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ry
RY^T,Royal Bank Of Canada,32.4396,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ry^t
RBS,Royal Bank Scotland plc (The),4.89,$29.56B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/rbs
RCL,Royal Caribbean Cruises Ltd.,107.69,$22.57B,1993,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rds.b
RGT,"Royce Global Value Trust, Inc.",9.91,$103.88M,2013,n/a,n/a,https://www.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",7.93,$321.17M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",13.41,$1.27B,1986,n/a,n/a,https://www.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",5.72,$1.23B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,65.04,$8.43B,n/a,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/rpm
RPT,RPT Realty,12.07,$963.38M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpt
RPT^D,RPT Realty,50.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rpt^d
RTW,"RTW Retailwinds, Inc.",1.96,$127.19M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rtw
RTEC,"Rudolph Technologies, Inc.",25.28,$786.61M,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtec
RYB,"RYB Education, Inc.",5.93,$169.66M,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ryb
R,"Ryder System, Inc.",48.23,$2.57B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,7.39,$279.22M,2014,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",72.17,$3.71B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,244.18,$60.14B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,44.56,$649.66M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",1.62,$164.03M,2008,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sb
SB^C,"Safe Bulkers, Inc",21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",21.3475,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",11.14,$229.22M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/sfe
SAFE,Safehold Inc.,32.58,$1.01B,2017,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/safe
SAIL,"SailPoint Technologies Holdings, Inc.",20.03,$1.78B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sail
CRM,Salesforce.com Inc,142.82,$111.24B,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,7.86,$139.3M,2012,n/a,n/a,https://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",13.32,$1.61B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,3.33,$155.21M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sjt
SD,"SandRidge Energy, Inc.",6.13,$218.76M,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,0.59,$16.52M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,0.5985,$29.76M,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,1.84,$96.6M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/per
SC,Santander Consumer USA Holdings Inc.,25.64,$8.87B,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/sc
SAP,SAP SE,118.73,$145.86B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,25.7982,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/sab
SAF,Saratoga Investment Corp,25.63,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/saf
SAR,Saratoga Investment Corp,24.35,$212.16M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,20.19,$12.74B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",51.4,$1.17B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",25.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^c
BFS^D,"Saul Centers, Inc.",25.2661,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^d
SCPE.U,SC Health Corporation,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/scpe.u
SLB,Schlumberger N.V.,35.99,$49.77B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",18.72,$3.32B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",32.42,$1B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,80.17,$4.73B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,5.37,$389.26M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/salt
SBNA,Scorpio Tankers Inc.,25.4,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbna
STNG,Scorpio Tankers Inc.,23.67,$1.23B,2010,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),108.46,$6.02B,1992,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/smg
KTF,Scudder Municiple Income Trust,11.57,$457.03M,1988,n/a,n/a,https://www.nasdaq.com/symbol/ktf
KSM,Scudder Strategic Municiple Income Trust,12.21,$136.8M,1989,n/a,n/a,https://www.nasdaq.com/symbol/ksm
SRL,Scully Royalty Ltd.,12.3,$154.18M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srl
SE,Sea Limited,34.02,$14.07B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/se
SA,"Seabridge Gold, Inc.",15.34,$948.33M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",45.56,$845.14M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,13.13,$279.55M,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,3.04,$304M,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,1.99,$14.98M,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,43.84,$6.83B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,9.18,$1.98B,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,24.62,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,24.92,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,25.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,24.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^h
